EmployeeID,Name,hrs,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
866,Katherine Jones,7.644056224899445,Very High,Excellent,Low,High,Better,35,No,Travel_Rarely,Sales,12,College,Life Sciences,Female,2,Sales Executive,Single,23180,3.0,19,0,10.0,4,5,0,4
867,Megan Gill,6.5035932619363885,High,Excellent,Very High,High,Better,39,No,Travel_Rarely,Sales,2,College,Medical,Female,1,Sales Executive,Married,20080,2.0,12,0,11.0,3,7,7,6
868,Lauren Miller,9.048025435073612,High,Outstanding,Low,Very High,Best,29,No,Travel_Frequently,Research & Development,5,Below College,Medical,Female,1,Research Scientist,Divorced,62440,1.0,22,0,6.0,3,6,1,3
869,Rhonda Johnson,6.423173806336389,Low,Excellent,High,High,Better,50,No,Travel_Rarely,Research & Development,4,College,Medical,Female,1,Laboratory Technician,Married,27990,4.0,12,1,27.0,0,1,0,0
870,Emily Buck,8.698454930834444,High,Excellent,Very High,High,Better,23,No,Travel_Rarely,Research & Development,7,College,Life Sciences,Female,3,Manager,Married,105520,2.0,11,0,4.0,2,2,2,2
871,Chad White,5.852395136099722,High,Excellent,Low,Low,Better,36,No,Travel_Frequently,Sales,21,Bachelor,Life Sciences,Male,2,Human Resources,Married,23290,3.0,15,0,9.0,2,3,0,2
872,Erin Huff,6.263409192324723,High,Excellent,Very High,Very High,Better,42,No,Travel_Rarely,Research & Development,8,College,Life Sciences,Female,5,Manager,Single,40140,8.0,13,1,24.0,3,1,0,1
873,Terri Nelson,5.5861122266844445,High,Excellent,Medium,High,Good,35,No,Travel_Rarely,Sales,4,Bachelor,Medical,Female,2,Laboratory Technician,Married,74030,1.0,12,1,10.0,4,10,6,8
874,Kim Gilbert,6.126645470771945,High,Excellent,Very High,High,Good,34,No,Travel_Frequently,Research & Development,25,Below College,Life Sciences,Female,1,Manager,Married,22590,1.0,14,0,8.0,2,8,7,7
875,Jeffrey Carpenter,6.437628290941389,High,Excellent,Very High,Low,Better,40,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,Male,2,Laboratory Technician,Married,69320,1.0,13,0,5.0,5,5,1,2
876,Scott Morrow,6.850148371262778,Very High,Outstanding,Very High,Medium,Better,43,No,Travel_Rarely,Research & Development,1,Below College,Other,Male,1,Manager,Divorced,46780,5.0,25,1,8.0,0,6,0,2
877,Teresa Allen,6.387114011601945,Medium,Excellent,High,Very High,Good,35,No,Travel_Rarely,Sales,6,Bachelor,Marketing,Female,3,Sales Representative,Married,135820,1.0,17,1,1.0,3,1,0,1
878,George Mccoy,8.011686746987777,High,Excellent,Very High,Low,Bad,46,No,Travel_Rarely,Research & Development,12,Master,Technical Degree,Male,1,Laboratory Technician,Single,23320,1.0,11,0,27.0,2,26,0,12
879,Nicole Miranda,8.454171128960278,High,Excellent,High,Medium,Better,28,Yes,Travel_Rarely,Human Resources,1,Bachelor,Medical,Female,2,Laboratory Technician,Married,24130,1.0,16,1,1.0,2,1,0,0
880,Wesley Haley,9.19811802766611,Medium,Excellent,Medium,High,Good,22,No,Non-Travel,Sales,17,College,Marketing,Male,3,Sales Executive,Married,97050,1.0,18,2,4.0,3,4,1,3
881,Tyler Long,5.911448014279166,Medium,Outstanding,Medium,High,Better,50,No,Travel_Frequently,Research & Development,3,Bachelor,Other,Male,2,Research Scientist,Married,42940,2.0,20,0,32.0,2,30,12,13
882,Matthew Perez,8.568799643016389,High,Excellent,Medium,Very High,Better,32,No,Travel_Rarely,Research & Development,3,College,Life Sciences,Male,3,Research Scientist,Married,47210,3.0,14,1,6.0,3,3,0,2
883,Austin Lee,6.140572289156389,High,Outstanding,Medium,Very High,Good,44,No,Travel_Rarely,Research & Development,10,Bachelor,Technical Degree,Male,3,Manager,Divorced,25190,0.0,21,2,23.0,2,22,1,10
884,Lauren Tucker,8.768086791610834,High,Excellent,Medium,Medium,Good,30,No,Travel_Rarely,Research & Development,4,Bachelor,Medical,Female,1,Research Director,Married,21210,1.0,13,1,6.0,2,6,1,1
885,Katie Willis,7.400677153056667,High,Excellent,High,Low,Better,45,No,Travel_Rarely,Sales,29,College,Technical Degree,Female,2,Research Scientist,Single,29730,1.0,12,0,10.0,2,10,1,4
886,Kenneth Adkins,6.685585676037222,Medium,Excellent,Low,Low,Better,45,No,Non-Travel,Sales,2,Master,Life Sciences,Male,2,Manufacturing Director,Married,58550,1.0,14,1,10.0,3,10,4,5
887,Sean Griffin,10.741521642123889,High,Outstanding,Very High,Low,Better,31,No,Travel_Frequently,Research & Development,7,Bachelor,Medical,Male,2,Research Scientist,Single,36170,7.0,21,1,10.0,5,5,0,3
888,Lucas Lawrence,5.857095046853889,High,Excellent,High,High,Better,36,No,Travel_Rarely,Research & Development,18,Below College,Medical,Male,2,Manufacturing Director,Married,67250,9.0,17,1,7.0,3,3,1,1
889,Richard Wheeler,7.0027030343594445,Medium,Excellent,High,Very High,Better,34,No,Travel_Frequently,Sales,28,Master,Marketing,Male,5,Manufacturing Director,Divorced,103250,1.0,11,1,9.0,3,9,7,2
890,Earl Lowery,6.066220437304723,High,Excellent,High,Low,Good,49,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,Male,3,Healthcare Representative,Married,69490,1.0,14,1,10.0,2,9,1,4
891,Kevin Carter,5.9437115127175,High,Excellent,Medium,Low,Better,39,No,Travel_Rarely,Research & Development,6,College,Life Sciences,Male,3,Research Scientist,Married,106090,2.0,17,1,10.0,2,7,7,7
892,James Young,7.175620258812778,High,Excellent,Very High,Low,Better,27,No,Travel_Rarely,Research & Development,2,Below College,Life Sciences,Male,4,Research Scientist,Divorced,44470,1.0,13,0,7.0,4,7,0,7
893,Kimberly Clark,7.117379518072222,Medium,Outstanding,Medium,Low,Better,35,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,Female,2,Sales Executive,Married,21570,1.0,25,0,16.0,1,16,1,10
894,David Brown,7.4377253458275,High,Excellent,Medium,Low,Good,28,No,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,Male,3,Manufacturing Director,Divorced,46010,0.0,15,2,6.0,2,5,0,0
895,Melissa Patel,8.195287817938333,High,Excellent,High,Very High,Better,21,No,Travel_Rarely,Research & Development,3,Below College,Life Sciences,Female,1,Laboratory Technician,Single,170990,1.0,14,1,3.0,2,2,2,2
896,Kyle Silva,5.869949799196666,Medium,Excellent,Medium,Very High,Best,18,Yes,Travel_Frequently,Research & Development,3,Doctor,Medical,Male,1,Research Director,Single,24790,1.0,12,1,0.0,2,0,0,0
897,Joseph Guerrero,6.235425033466944,Medium,Excellent,Very High,High,Better,47,No,Travel_Rarely,Research & Development,25,Master,Medical,Male,2,Research Scientist,Married,148520,3.0,19,3,27.0,3,5,1,0
898,David Bass,7.008023203926666,High,Excellent,High,High,Better,39,No,Travel_Rarely,Sales,2,Master,Life Sciences,Male,1,Laboratory Technician,Divorced,72640,0.0,17,0,11.0,5,10,0,7
899,Kevin Mosley DDS,5.719341811691111,High,Excellent,Low,High,Better,40,No,Travel_Rarely,Research & Development,22,Below College,Life Sciences,Male,1,Laboratory Technician,Married,56660,1.0,14,1,18.0,2,18,14,12
900,Andrea Henderson,7.672952922802223,High,Excellent,High,High,Better,35,No,Non-Travel,Research & Development,29,Bachelor,Medical,Female,2,Sales Executive,Married,78230,1.0,13,1,15.0,3,14,2,9
901,Raymond Perez,6.205682730923611,Very High,Excellent,High,High,Good,37,No,Travel_Rarely,Research & Development,29,Master,Technical Degree,Male,1,Laboratory Technician,Married,78800,3.0,12,1,9.0,2,4,0,2
902,Sarah Miller,7.111448014279167,High,Excellent,Low,High,Bad,39,No,Travel_Frequently,Research & Development,2,Bachelor,Technical Degree,Female,2,Manager,Single,131940,0.0,11,0,10.0,2,9,3,8
903,Natasha Oneal,8.972376171351945,Medium,Excellent,Very High,Very High,Better,45,No,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,Female,2,Laboratory Technician,Divorced,50670,1.0,11,2,10.0,3,10,3,9
904,Mrs. Mary Perez,5.750951584114167,High,Excellent,Very High,High,Best,38,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,Female,3,Sales Executive,Married,50790,3.0,11,0,10.0,3,5,0,2
905,Sean Mendez,7.367965194109722,High,Excellent,Very High,Low,Better,35,Yes,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,3,Healthcare Representative,Married,23210,9.0,12,1,15.0,0,13,6,0
906,Cynthia Robertson,8.847598170459445,High,Excellent,Medium,Medium,Bad,37,No,Travel_Rarely,Research & Development,22,Bachelor,Life Sciences,Female,2,Healthcare Representative,Married,174440,1.0,14,0,8.0,4,8,7,7
907,Melissa Cortez,8.006793842034723,Medium,Excellent,High,Very High,Good,40,No,Travel_Rarely,Research & Development,8,Bachelor,Technical Degree,Female,2,Healthcare Representative,Single,24040,6.0,17,0,18.0,2,4,3,3
908,Thomas Powell,6.511941097724167,Medium,Excellent,Low,Very High,Better,44,No,Travel_Frequently,Sales,2,College,Marketing,Male,1,Laboratory Technician,Married,34520,4.0,11,1,14.0,2,10,0,2
909,Emily Hughes,10.140148371262775,High,Excellent,High,Very High,Better,48,No,Travel_Frequently,Sales,10,Master,Marketing,Female,3,Manager,Married,22700,2.0,14,3,23.0,2,2,2,2
910,Roberto Cook,8.338819723337778,Low,Excellent,,Very High,Good,35,Yes,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,Male,2,Manager,Divorced,173990,6.0,12,0,7.0,3,2,2,2
911,Evan Anderson,6.6232719767958335,High,Outstanding,Low,Very High,Better,24,No,Travel_Frequently,Research & Development,15,Bachelor,Life Sciences,Male,2,Research Scientist,Single,54880,1.0,22,1,6.0,6,6,1,3
912,Christopher Jimenez,6.255660419455555,Low,Excellent,Medium,High,Better,27,No,Travel_Rarely,Sales,10,Master,Life Sciences,Male,3,Sales Executive,Married,194190,7.0,14,1,5.0,2,3,0,2
913,John Hernandez,10.276171352074725,High,Outstanding,Very High,Very High,Good,27,No,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,Male,1,Research Scientist,Single,28110,2.0,20,0,6.0,3,4,1,2
914,Robert Allen MD,6.884605087014722,High,Excellent,Low,Low,Bad,40,Yes,Travel_Rarely,Sales,16,Master,Marketing,Male,1,Research Director,Single,36330,3.0,16,2,10.0,0,4,0,3
915,Lindsey Smith,7.375247657295834,Medium,Excellent,High,High,Better,29,No,Travel_Rarely,Research & Development,20,Below College,Medical,Female,2,Manager,Single,41630,9.0,15,1,8.0,4,5,1,4
916,Regina Davis,5.706191432396111,Medium,Outstanding,Medium,Low,Better,36,No,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,Female,3,Sales Executive,Married,21320,4.0,20,0,9.0,1,3,0,2
917,Michael Roy,6.338490629183333,Medium,Excellent,Very High,High,Better,25,No,Travel_Frequently,Sales,5,Below College,Marketing,Male,4,Manufacturing Director,Divorced,139730,1.0,14,0,7.0,3,7,0,7
918,Shannon Whitaker,7.487677376171111,High,Excellent,Very High,Medium,Better,39,No,Travel_Rarely,Sales,10,Bachelor,Marketing,Female,2,Research Director,Married,26840,4.0,12,0,7.0,2,5,1,0
919,Andrew Parks,7.507018072288889,Medium,Outstanding,Low,Medium,Better,49,No,Travel_Rarely,Sales,4,College,Life Sciences,Male,2,Research Director,Married,108450,3.0,24,0,27.0,4,4,1,2
920,Lance Hood,6.199965417224444,Medium,Excellent,Very High,Low,Better,50,No,Travel_Rarely,Research & Development,2,College,Medical,Male,3,Sales Executive,Divorced,43770,5.0,12,1,19.0,2,14,1,11
921,Debra Chavez,7.211657742079167,High,Excellent,High,High,Better,20,No,Travel_Rarely,Research & Development,18,Master,Medical,Female,2,Sales Executive,Single,37430,1.0,13,1,2.0,2,2,2,2
922,David Yates,5.4816030789825,High,Excellent,Very High,Medium,Better,34,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,Male,3,Laboratory Technician,Divorced,41480,1.0,11,0,11.0,3,11,7,9
923,Michelle Black,8.260271084337223,High,Excellent,Low,Medium,Better,36,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Female,2,Healthcare Representative,Single,10510,2.0,14,0,15.0,2,4,1,3
924,Lisa Cuevas,7.698510709504444,High,Excellent,High,High,Better,49,No,Travel_Rarely,Human Resources,6,College,Life Sciences,Female,2,Research Scientist,Married,107390,2.0,11,3,30.0,3,15,2,12
925,Mark Jordan,6.031327532351389,High,Excellent,Very High,High,Better,36,No,Non-Travel,Research & Development,8,Master,Life Sciences,Male,4,Laboratory Technician,Married,103880,0.0,14,0,4.0,2,3,1,2
926,Cynthia Jefferson,7.005464078536111,High,Excellent,Very High,Low,Better,36,No,Travel_Rarely,Research & Development,2,College,Medical,Female,2,Healthcare Representative,Divorced,114160,6.0,16,0,13.0,2,5,0,4
927,Gerald Hicks,7.417846943328611,High,Excellent,Medium,High,Better,54,No,Travel_Rarely,Sales,24,Bachelor,Marketing,Male,1,Laboratory Technician,Married,26000,3.0,14,0,36.0,5,10,4,7
928,Natalie Howard,7.774157742079167,High,Excellent,High,High,Better,43,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,Female,1,Research Scientist,Married,24220,1.0,11,1,14.0,2,14,6,11
929,John Obrien,6.995734047300278,Medium,Excellent,Very High,Very High,Best,35,Yes,Travel_Frequently,Research & Development,17,Master,Medical,Male,1,Research Director,Single,54720,3.0,11,1,13.0,3,11,6,7
930,Sean Hunt,10.446802766621945,High,Excellent,Very High,Very High,Best,38,No,Travel_Frequently,Research & Development,19,College,Life Sciences,Male,2,Research Scientist,Married,24510,7.0,12,1,19.0,3,13,2,9
931,Jordan Wilkinson,5.845593485051111,Medium,Excellent,Low,Medium,Good,29,No,Travel_Rarely,Research & Development,1,College,Medical,Male,2,Sales Representative,Divorced,42400,1.0,14,0,10.0,2,10,0,9
932,Micheal Mitchell,6.042535698348889,Medium,Excellent,Very High,Very High,Better,33,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,Male,5,Sales Executive,Divorced,109990,1.0,18,3,6.0,3,6,0,4
933,Vincent Burns,7.1828547523425,High,Excellent,Very High,Medium,Good,32,No,Travel_Rarely,Research & Development,5,Master,Technical Degree,Male,5,Research Scientist,Divorced,50030,,13,0,10.0,5,9,1,6
934,Tracey Walker,9.150129406514722,Medium,Excellent,Low,Very High,Better,31,No,Travel_Rarely,Research & Development,28,Master,Technical Degree,Female,2,Sales Executive,Married,127420,1.0,11,0,10.0,4,10,0,2
935,Larry Estes,7.555908076751389,Medium,Excellent,Very High,Low,Good,49,No,Travel_Rarely,Research & Development,2,Master,Medical,Male,1,Laboratory Technician,Divorced,42270,4.0,18,0,17.0,3,2,2,2
936,Andrea Osborn,6.306786033020833,High,Excellent,Very High,Medium,Better,38,No,Travel_Frequently,Sales,29,College,Medical,Female,1,Sales Executive,Single,39170,1.0,15,3,4.0,2,4,3,3
937,Ryan Pierce,6.104899598393334,Medium,Outstanding,Medium,Medium,Better,47,No,Travel_Rarely,Research & Development,1,Master,Medical,Male,3,Laboratory Technician,Divorced,183030,6.0,22,1,29.0,2,3,1,2
938,Chad Prince,10.607015841142225,Low,Excellent,High,High,Better,49,No,Travel_Rarely,Research & Development,21,Bachelor,Medical,Male,2,Manufacturing Director,Single,23800,4.0,13,0,23.0,3,8,0,0
939,Sarah Adams MD,7.456047523426944,Very High,Excellent,Very High,High,Better,41,No,Travel_Rarely,Research & Development,24,Master,Life Sciences,Female,4,Manager,Single,137260,3.0,12,0,21.0,6,2,0,2
940,Brent Patel,9.030577867023611,High,Excellent,Very High,Low,Better,20,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Male,1,Sales Representative,Single,47770,1.0,18,1,2.0,3,2,0,2
941,Sherry Patterson,5.456191432396111,Medium,Excellent,High,Very High,Better,33,No,Non-Travel,Research & Development,18,College,Medical,Female,2,Healthcare Representative,Divorced,63850,1.0,13,0,7.0,6,6,1,2
942,Joseph Hudson,7.9785742971886116,High,Excellent,Low,High,Good,36,No,Travel_Rarely,Research & Development,2,College,Technical Degree,Male,3,Sales Executive,Married,199730,6.0,12,0,10.0,2,3,0,2
943,Kimberly Thompson,7.801307452030278,Medium,Excellent,High,Very High,Better,44,No,Travel_Rarely,Research & Development,9,Bachelor,Technical Degree,Female,3,Healthcare Representative,Divorced,68610,4.0,12,0,8.0,2,2,2,2
944,Amanda Navarro,7.091624274877222,High,Excellent,Very High,High,Better,23,Yes,Travel_Rarely,Human Resources,6,Bachelor,Life Sciences,Female,3,Laboratory Technician,Single,49690,1.0,12,0,5.0,3,5,1,2
945,Samuel Evans,7.540649263721389,High,Excellent,Very High,High,Good,38,No,Travel_Rarely,Research & Development,11,College,Life Sciences,Male,1,Sales Executive,Married,198450,7.0,11,1,7.0,3,0,0,0
946,Mr. Daniel Koch,9.4063933511825,High,Excellent,Medium,Very High,Better,53,No,Travel_Rarely,Research & Development,24,Bachelor,Life Sciences,Male,4,Research Director,Married,133200,3.0,11,0,11.0,2,4,1,2
947,Nathan Wright,7.2856135653725,Low,Excellent,Very High,High,Better,48,Yes,Travel_Frequently,Sales,10,College,Marketing,Male,1,Healthcare Representative,Married,63470,2.0,12,1,19.0,3,9,7,7
948,Michael Peterson,7.074732262382778,High,Excellent,Very High,Medium,Better,32,Yes,Travel_Rarely,Sales,1,Bachelor,Life Sciences,Male,2,Research Scientist,Single,27430,1.0,19,1,1.0,2,1,0,0
949,Colton Kelley,7.6075992860327775,High,Outstanding,Very High,Very High,Better,26,No,Non-Travel,Research & Development,18,College,Medical,Male,1,Human Resources,Single,108800,1.0,23,1,7.0,5,7,5,7
950,Jose Cooper,7.424808121374166,High,Excellent,Low,Medium,Better,55,No,Travel_Rarely,Research & Development,23,Below College,Life Sciences,Male,5,Laboratory Technician,Divorced,23420,5.0,11,2,8.0,2,4,1,2
951,Rebecca Alexander,5.834962070504167,Low,Excellent,Medium,Very High,Best,34,No,Travel_Rarely,Sales,28,Bachelor,Life Sciences,Female,2,Research Scientist,Married,176500,1.0,19,1,15.0,6,15,4,13
952,Richard Clark,7.224125390450555,Medium,Excellent,High,Very High,Best,60,No,Travel_Rarely,Sales,17,Master,Medical,Male,1,Manager,Divorced,40250,3.0,13,1,19.0,5,1,0,0
953,Terrence Mejia,6.356690093708056,High,Excellent,Medium,Medium,Better,33,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,Male,3,Manager,Married,97250,1.0,11,0,14.0,0,14,2,13
954,Jon Smith,6.575236501561666,High,Excellent,High,Very High,Good,37,No,Travel_Frequently,Research & Development,13,Bachelor,Life Sciences,Male,1,Laboratory Technician,Divorced,119040,1.0,12,1,6.0,4,6,1,3
955,Justin Jackson,9.072401829540278,High,Excellent,Medium,Very High,Better,34,No,Travel_Rarely,Research & Development,7,College,Life Sciences,Male,1,Healthcare Representative,Married,21770,1.0,13,0,10.0,5,10,8,7
956,Mr. Christopher Flowers,8.163865461847223,High,Excellent,High,Very High,Better,23,Yes,Travel_Rarely,Research & Development,12,College,Medical,Male,2,Research Scientist,Divorced,75250,1.0,14,2,3.0,2,3,0,2
957,James Blair,7.636624274877223,Very High,Excellent,High,Very High,Better,44,No,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,Male,1,Research Scientist,Married,48340,1.0,14,0,9.0,1,8,6,7
958,Jimmy Cox,7.800978357875834,High,Excellent,Low,Very High,Best,35,No,Travel_Frequently,Research & Development,13,Bachelor,Life Sciences,Male,3,Sales Executive,Single,20420,0.0,16,0,6.0,2,5,1,4
959,Christopher Greene,6.441674475680278,Low,Excellent,Very High,Very High,Better,43,No,Travel_Rarely,Research & Development,25,Master,Life Sciences,Male,2,Sales Executive,Married,22200,1.0,11,0,10.0,2,10,8,8
960,Joseph Hernandez,6.526073181615278,High,Excellent,High,High,Better,24,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Male,3,Sales Executive,Married,10520,1.0,13,0,5.0,3,5,0,4
961,Tom Lee,7.352695225345555,High,Excellent,Very High,High,Better,41,No,Travel_Rarely,Sales,6,Master,Marketing,Male,1,Research Scientist,Single,28210,1.0,17,0,10.0,3,10,8,7
962,Joseph Jones,5.831897590361389,High,Excellent,Very High,High,Better,29,No,Travel_Rarely,Research & Development,2,College,Life Sciences,Male,2,Research Scientist,Married,192370,9.0,11,1,9.0,2,5,1,2
963,Melissa Ellis,5.9937059348502775,Low,Excellent,High,Very High,Good,36,No,Travel_Rarely,Human Resources,1,Master,Life Sciences,Female,3,Research Scientist,Single,41070,3.0,11,1,17.0,2,13,6,7
964,Patricia Clayton,6.074939759036111,Medium,Excellent,High,High,Good,45,No,Non-Travel,Sales,2,Bachelor,Life Sciences,Female,2,Manufacturing Director,Married,83960,3.0,15,2,25.0,3,23,14,4
965,Nicole Flores,6.459363007585833,Medium,Excellent,Very High,High,Better,24,Yes,Travel_Rarely,Sales,6,College,Medical,Female,2,Manager,Married,20070,1.0,12,0,1.0,2,1,0,0
966,Valerie Griffin,7.595769745649167,High,Excellent,High,High,Bad,47,Yes,Travel_Frequently,Research & Development,1,Bachelor,Medical,Female,2,Sales Executive,Married,196270,7.0,11,2,25.0,1,23,14,10
967,Joshua Steele,5.997226684515834,High,Excellent,Very High,High,Best,26,No,Travel_Rarely,Research & Development,9,Below College,Medical,Male,1,Sales Executive,Married,106860,1.0,14,1,3.0,2,3,0,2
968,Richard Dennis,6.2699743418116665,High,Outstanding,Very High,Medium,Better,45,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,Male,1,Research Director,Single,29420,1.0,22,1,21.0,4,21,8,6
969,Jason Watson,6.583981481481389,High,Excellent,Low,High,Good,32,No,Travel_Frequently,Sales,1,Below College,Marketing,Male,2,Laboratory Technician,Married,88580,6.0,16,1,10.0,2,5,1,3
970,Mark Mcdaniel,7.164461178045277,High,Excellent,Medium,High,Best,31,No,Travel_Rarely,Research & Development,14,College,Life Sciences,Male,1,Sales Executive,Married,167560,1.0,11,2,6.0,5,5,0,3
971,Aaron Perry,9.31242748772861,Low,Excellent,High,Medium,Better,41,No,Non-Travel,Sales,2,College,Medical,Male,2,Research Scientist,Married,107980,6.0,14,2,10.0,5,3,1,2
972,Andrew Snyder,5.58198237394,High,Excellent,Medium,Low,Better,40,No,Travel_Rarely,Research & Development,22,College,Technical Degree,Male,1,Healthcare Representative,Married,23230,2.0,16,1,18.0,2,1,0,0
973,Jodi Garcia,7.423622266845,Medium,Excellent,Medium,Low,Best,24,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Female,1,Research Scientist,Divorced,14160,1.0,15,1,6.0,3,6,1,2
974,Rodney Wright,6.698284248103334,Medium,Excellent,High,Medium,Better,46,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,Male,4,Sales Executive,Single,46150,6.0,12,0,19.0,3,10,0,9
975,Matthew Hill,6.691999107541111,High,Outstanding,Very High,High,Better,35,No,Travel_Rarely,Sales,8,Master,Life Sciences,Male,1,Laboratory Technician,Married,24610,2.0,20,1,17.0,4,7,0,7
976,Patrick Gordon,7.256156849620556,High,Excellent,Medium,Very High,Good,30,No,Travel_Rarely,Sales,9,Master,Marketing,Male,1,Laboratory Technician,Married,87220,1.0,17,1,10.0,3,10,0,8
977,Whitney Fisher,9.090969433288612,High,Excellent,High,Medium,Bad,47,No,Non-Travel,Research & Development,3,College,Life Sciences,Female,2,Sales Executive,Married,39550,7.0,12,1,4.0,5,1,0,0
978,Emily Edwards,9.960273315483889,High,Outstanding,High,Very High,Good,46,No,Travel_Rarely,Research & Development,1,Master,Technical Degree,Female,3,Sales Executive,Divorced,99570,4.0,20,0,13.0,1,10,0,3
979,Brian Lynch,6.816898705934722,High,Outstanding,Medium,Low,Better,36,Yes,Travel_Rarely,Research & Development,1,Bachelor,Medical,Male,2,Manufacturing Director,Divorced,33760,5.0,20,0,16.0,3,2,2,2
980,Veronica Vang,5.687468763944445,High,Excellent,Low,Medium,Better,32,Yes,Travel_Rarely,Research & Development,26,Bachelor,Medical,Female,2,Research Director,Single,88230,6.0,13,2,10.0,3,0,0,0
981,Travis Pace,6.175866800535278,High,Excellent,High,Medium,Bad,23,No,Travel_Rarely,Sales,6,Master,Life Sciences,Male,3,Manufacturing Director,Single,103220,1.0,14,2,3.0,2,3,1,2
982,James Ellis,10.116549531459167,High,Excellent,Very High,Very High,Good,31,No,Travel_Frequently,Sales,3,Bachelor,Marketing,Male,2,Sales Executive,Single,46210,2.0,18,1,9.0,3,5,1,4
983,Karen Moore,7.476610887996389,Medium,Excellent,Very High,Very High,Better,39,No,Non-Travel,Research & Development,3,Bachelor,Life Sciences,Female,2,Manufacturing Director,Married,109760,1.0,11,0,9.0,3,9,5,8
984,Phillip Thomas,7.716131191432222,Medium,Excellent,Very High,High,Bad,32,No,Travel_Rarely,Research & Development,6,Bachelor,Technical Degree,Male,1,Research Scientist,Married,36600,3.0,11,2,10.0,0,4,0,2
985,Todd Kim,7.504865015617778,Medium,Excellent,Medium,Medium,Good,40,No,Travel_Rarely,Sales,6,Bachelor,Life Sciences,Male,3,Manufacturing Director,Single,104820,1.0,11,1,21.0,6,21,12,8
986,Joshua Cardenas,5.9239982150825,High,Excellent,High,High,Best,45,No,Travel_Rarely,Research & Development,19,Master,Medical,Male,1,Sales Representative,Married,71190,4.0,15,0,9.0,2,5,0,3
987,Calvin Gutierrez,5.616275100401389,High,Excellent,Very High,Low,Better,30,No,Travel_Frequently,Sales,9,Bachelor,Life Sciences,Male,1,Research Director,Single,95820,0.0,12,1,10.0,2,9,0,7
988,Nicholas Brown,6.205102632753055,High,Excellent,Low,Very High,,24,No,Travel_Frequently,Sales,3,Master,Marketing,Male,1,Sales Executive,Married,45080,0.0,11,1,3.0,5,2,2,1
989,Ruth Kaufman,7.028778447121667,High,Excellent,High,Very High,Good,30,Yes,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,Female,1,Human Resources,Divorced,22070,6.0,14,0,6.0,4,4,1,2
990,Christian Cantu,5.797469879518055,Very High,Excellent,Low,High,Better,31,No,Travel_Rarely,Research & Development,3,College,Life Sciences,Male,3,Laboratory Technician,Married,77560,1.0,15,2,6.0,3,5,0,2
991,Leslie Collier,6.259075189647223,Medium,Excellent,High,Very High,Good,27,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,Male,1,Manager,Single,66940,1.0,13,1,6.0,2,6,1,4
992,Dennis White,8.486671128960278,High,Excellent,Medium,Medium,Better,29,Yes,Travel_Rarely,Sales,4,Bachelor,Marketing,Male,5,Research Scientist,Single,36910,1.0,13,0,2.0,3,2,2,2
993,Christine Moore,7.450123828647778,High,Outstanding,Very High,High,Best,29,No,Travel_Frequently,Research & Development,8,Master,Life Sciences,Female,1,Sales Executive,Single,23770,8.0,21,1,10.0,2,3,0,2
994,Robert Garcia,9.456818384649443,High,Excellent,High,Low,Better,30,No,Travel_Rarely,Sales,7,Bachelor,Life Sciences,Male,3,Sales Executive,Divorced,23130,2.0,11,0,12.0,5,7,1,7
995,Rachel Ramirez,6.763322177599167,Medium,Excellent,Very High,Very High,Better,34,No,Travel_Rarely,Research & Development,1,College,Medical,Female,2,Healthcare Representative,Married,176650,0.0,11,0,6.0,5,5,1,2
996,Christopher Russo,7.604820392681667,High,Excellent,Very High,Medium,Good,33,No,Non-Travel,Research & Development,2,Master,Medical,Male,1,Sales Representative,Single,25960,8.0,14,1,13.0,4,11,1,7
