id_employee	name	involvement	performance	environment	satisfaction	life_balance	age	travel	department	distance_home	education	education_field	gender	job_level	role	marital_status	income	previous_companies	salary_hike	stock_option	total_working_years	training_ly	years_company	last_promotion	years_curr_manager
1014	Martin Mcdonald	Very High	Excellent	Medium	1	3	21	1	Sales	1	College	College	Marketing	5	Healthcare Representative	3	1515.0	1	14	0	1	3	1	1	0
1016	James Harrison	High	Excellent	High	1	2	22	2	Research & Development	1	Bachelor	Bachelor	Other	4	Research Scientist	1	1416.0	1	14	0	1	3	1	0	0
1022	Eduardo Chavez	Very High	Excellent	High	4	2	44	0	Sales	10	Master	Life Sciences	Male	1	Research Scientist	2	1528.0	1	12	2	6	2	5	2	3
1024	Kevin Gibson	High	Outstanding	High	4	3	35	0	Research & Development	15	Master	Life Sciences	Male	2	Research Scientist	1	1701.0	1	22	1	10	4	10	7	7
1033	Thomas Marshall	Very High	Outstanding	Very High	5	3	34	0	Research & Development	2	Below College	Life Sciences	Male	1	Manufacturing Director	3	1879.0	4	23	2	11	2	7	0	7
1034	Charles Lee	High	Excellent	Very High	3	3	37	0	Research & Development	24	Bachelor	Life Sciences	Male	1	Laboratory Technician	2	1997.0	1	11	2	10	5	10	0	8
1040	Mackenzie Villanueva	Medium	Excellent	Very High	3	1	26	0	Human Resources	2	Below College	Technical Degree	Female	3	Sales Executive	3	2159.0	0	15	2	6	3	5	1	4
1041	Mark Costa	High	Excellent	Very High	3	2	46	0	Research & Development	10	Bachelor	Medical	Male	1	Sales Executive	3	1896.0	4	11	1	13	2	9	3	7
1055	Travis Owens	High	Excellent	Very High	1	3	31	0	Research & Development	2	Bachelor	Bachelor	Life Sciences	3	Laboratory Technician	2	1370.0	0	14	0	2	2	1	0	0
1056	Noah Ortega	Medium	Excellent	Low	1	2	29	1	Research & Development	8	College	Medical	Male	1	Manager	2	1530.0	4	14	0	4	5	2	2	0
1069	James Miller	High	Excellent	High	1	2	32	2	Research & Development	1	Below College	Medical	Male	2	Laboratory Technician	2	1504.0	7	11	0	7	3	2	2	2
1075	Pamela Steele	Medium	Excellent	Very High	1	2	29	0	Research & Development	15	College	College	Life Sciences	1	Laboratory Technician	1	1458.0	1	17	0	1	3	1	1	0
1076	Roberta Hill	Very High	Outstanding	High	3	1	46	0	Research & Development	4	Master	Medical	Female	2	Sales Representative	3	1504.0	5	25	1	14	1	8	0	7
1081	Cheryl Meadows	High	Excellent	Medium	1	3	30	2	Sales	14	Master	Master	Life Sciences	2	Sales Executive	3	1413.0	1	12	0	1	3	1	0	0
1082	Christina Green	High	Excellent	Very High	1	1	22	0	Research & Development	19	College	College	Life Sciences	2	Laboratory Technician	1	1699.0	1	19	1	1	3	1	0	0
1096	Crystal Vazquez	High	Excellent	Very High	4	2	34	0	Research & Development	27	College	Life Sciences	Female	1	Sales Representative	2	1726.0	1	12	0	5	5	5	3	0
1097	Alisha Smith	High	Outstanding	Low	3	1	56	0	Human Resources	1	College	Medical	Female	5	Sales Executive	3	1461.0	1	21	0	5	3	4	1	0
1108	George Rogers	High	Excellent	High	1	2	29	1	Human Resources	2	Master	Master	Human Resources	2	Sales Executive	3	1535.0	1	11	0	1	3	1	0	0
1112	Donald Acosta	High	Excellent	Very High	1	4	28	1	Research & Development	25	Bachelor	Technical Degree	Male	1	Research Director	3	1575.0	3	16	0	6	4	2	2	2
1118	Barry Black	High	Excellent	Low	4	4	32	0	Research & Development	9	Bachelor	Life Sciences	Male	2	Laboratory Technician	3	1860.0	3	17	2	8	2	4	0	3
1122	Kevin Herman	High	Excellent	Low	1	1	27	2	Sales	9	Below College	Below College	Life Sciences	4	Laboratory Technician	2	1448.0	1	13	1	1	2	1	0	0
1133	Sharon Hunt	Medium	Excellent	High	3	1	28	0	Sales	7	Doctor	Life Sciences	Female	2	Sales Representative	2	2176.0	5	15	0	6	2	4	0	3
1138	Jason Sandoval	High	Excellent	Low	4	3	31	0	Research & Development	2	Below College	Other	Male	3	Sales Executive	2	2293.0	1	14	2	10	2	10	0	8
1139	Patrick Mcguire	High	Excellent	Low	1	1	53	1	Research & Development	18	Bachelor	Medical	Male	1	Research Scientist	1	1663.0	6	15	0	15	4	2	2	2
1181	Elizabeth Mack	High	Excellent	Very High	1	2	23	0	Research & Development	2	Master	Master	Life Sciences	2	Manufacturing Director	2	1614.0	1	11	0	1	3	1	1	0
1185	Christopher Smith	High	Outstanding	Low	1	3	29	2	Research & Development	9	Master	Medical	Male	2	Sales Representative	2	1563.0	9	25	0	4	4	2	2	2
1187	Johnny French	High	Outstanding	Very High	4	4	56	0	Sales	10	Master	Other	Male	2	Sales Executive	1	1816.0	8	24	1	14	3	10	9	8
1195	Melissa Caldwell	Medium	Excellent	Medium	3	4	50	0	Sales	4	College	Life Sciences	Female	2	Laboratory Technician	3	2444.0	7	14	0	12	2	6	0	1
1204	Ethan Clark	High	Excellent	Very High	4	3	50	2	Research & Development	17	Bachelor	Medical	Male	1	Research Scientist	2	1636.0	4	15	0	20	1	3	2	0
1213	Brenda Short	High	Excellent	Medium	4	2	41	0	Research & Development	7	College	Life Sciences	Female	1	Research Scientist	3	1354.0	8	12	2	8	2	6	0	5
1215	Andrew Johnson	High	Excellent	Very High	1	2	37	2	Research & Development	2	Bachelor	Bachelor	Life Sciences	1	Sales Executive	2	1527.0	6	19	0	7	2	0	0	0
1227	Michael Carroll	High	Excellent	High	4	2	28	0	Research & Development	1	Master	Life Sciences	Male	5	Research Director	3	2046.0	5	13	2	6	2	4	0	3
1234	Brian Holt	High	Excellent	High	3	1	36	0	Research & Development	1	Bachelor	Life Sciences	Male	1	Research Director	3	1930.0	7	12	0	10	2	5	0	3
1237	Christina Davis	Low	Excellent	Medium	4	2	34	0	Sales	15	College	Marketing	Female	2	Research Scientist	1	1987.0	2	13	2	8	2	4	1	3
1239	Tammy Edwards	High	Excellent	Medium	5	3	32	0	Research & Development	10	Bachelor	Medical	Female	2	Manufacturing Director	3	2322.0	1	13	2	10	2	10	6	7
1246	Frederick Chapman	High	Excellent	Very High	1	1	39	2	Human Resources	1	Master	Master	Medical	1	Sales Executive	2	1721.0	3	14	1	19	3	1	0	0
1247	John Jones	Medium	Excellent	Medium	1	2	24	2	Human Resources	2	Doctor	Human Resources	Male	3	Sales Executive	3	1779.0	2	11	0	6	2	2	2	0
1249	Daniel Campos	Medium	Excellent	Low	3	2	50	0	Research & Development	12	Master	Medical	Male	1	Research Director	2	1405.0	1	11	0	3	3	3	0	2
1255	Andrew Chen	High	Excellent	Low	1	2	26	0	Sales	4	Bachelor	Bachelor	Marketing	2	Manager	3	1425.0	1	12	0	1	6	1	0	1
1258	William Bush	High	Excellent	Medium	5	1	41	0	Sales	20	Master	Marketing	Male	2	Sales Executive	1	2273.0	1	13	2	23	2	22	15	8
1263	Julia Flores	Low	Excellent	Low	1	3	48	2	Research & Development	2	Master	Master	Technical Degree	1	Sales Executive	3	1742.0	9	16	0	23	6	1	0	0
1264	Andrew Ritter	High	Outstanding	High	1	1	28	1	Research & Development	10	Below College	Medical	Male	1	Sales Executive	2	1462.0	1	22	0	2	3	2	2	2
1282	Ryan Miller	Very High	Excellent	Very High	1	2	36	0	Sales	8	College	College	Life Sciences	4	Laboratory Technician	3	1792.0	0	18	0	2	2	1	0	0
1302	Courtney Brooks MD	High	Outstanding	High	4	4	46	0	Sales	1	College	Medical	Female	2	Research Scientist	2	2192.0	1	22	2	9	0	9	4	7
1313	Jeffrey Leonard	High	Excellent	High	4	4	37	0	Human Resources	9	Bachelor	Human Resources	Male	2	Healthcare Representative	1	1501.0	0	17	0	7	4	3	0	2
1315	Alexis Hill	High	Outstanding	Very High	1	2	20	2	Sales	4	Master	Master	Life Sciences	2	Healthcare Representative	1	1733.0	1	22	1	1	3	1	1	0
1320	David Rodriguez	Medium	Excellent	High	4	2	25	0	Sales	10	Below College	Marketing	Male	2	Research Director	3	1951.0	1	13	0	6	6	6	0	3
1324	Janet Carter	High	Excellent	Low	4	2	34	0	Human Resources	4	Master	Life Sciences	Female	5	Sales Executive	3	2162.0	1	15	1	9	3	9	0	6
1335	Thomas Lee	Low	Excellent	Medium	3	1	56	0	Research & Development	15	Bachelor	Life Sciences	Male	2	Laboratory Technician	3	1637.0	9	19	0	7	1	5	4	3
1337	Amber Werner	High	Outstanding	Medium	5	1	31	0	Research & Development	2	Master	Technical Degree	Female	3	Sales Executive	2	1364.0	4	20	1	12	2	7	7	7
1339	Kristen Bruce	Medium	Excellent	Very High	3	4	58	0	Sales	2	College	Medical	Female	1	Research Scientist	1	2171.0	1	13	2	40	2	40	15	6
1340	John Townsend	High	Outstanding	Very High	1	2	19	1	Research & Development	6	College	Life Sciences	Male	1	Manager	3	1476.0	1	23	0	0	2	0	0	0
1345	Amanda Griffin	Medium	Outstanding	Medium	1	4	31	0	Research & Development	15	Below College	Medical	Female	2	Sales Executive	2	1632.0	3	22	0	4	2	2	2	2
1349	Kimberly Torres	Very High	Excellent	Low	4	1	51	0	Research & Development	6	Bachelor	Life Sciences	Female	1	Manager	2	1230.0	2	11	2	18	2	4	0	3
1353	Victoria Rojas	Medium	Excellent	Low	3	2	32	0	Research & Development	2	Master	Life Sciences	Female	2	Research Director	2	1832.0	7	15	0	10	0	5	0	4
1384	Kevin Moore	High	Outstanding	High	1	1	19	1	Research & Development	12	College	Life Sciences	Male	2	Healthcare Representative	2	1657.0	0	22	0	1	4	0	0	0
1390	Russell Guerrero	High	Outstanding	Medium	1	2	19	2	Research & Development	9	College	College	Life Sciences	2	Sales Executive	3	1416.0	1	21	0	1	2	1	1	0
1395	Larry Larson	High	Outstanding	Medium	3	3	41	0	Research & Development	18	Master	Life Sciences	Male	5	Laboratory Technician	3	1901.0	1	24	2	4	1	4	0	2
1405	Chelsea Smith	Very High	Excellent	Medium	1	1	35	2	Research & Development	2	Master	Master	Life Sciences	2	Research Director	3	1558.0	3	12	0	8	3	1	0	1
1417	Ashley Phillips	High	Excellent	Medium	1	2	38	2	Sales	7	Master	Master	Life Sciences	3	Research Scientist	2	1481.0	7	15	0	17	3	1	0	0
1418	Stephanie Andrade	High	Excellent	Medium	3	3	29	0	Sales	10	College	Life Sciences	Female	2	Research Scientist	3	1595.0	1	19	2	10	2	10	1	9
1423	Michael Oliver	Very High	Excellent	Very High	5	2	32	0	Research & Development	5	Bachelor	Medical	Male	1	Healthcare Representative	2	1525.0	1	11	2	14	2	14	9	8
1427	Sandra Garcia	Medium	Excellent	Very High	4	4	30	0	Research & Development	10	Master	Life Sciences	Female	2	Research Scientist	3	1946.0	5	13	0	8	3	5	0	4
1429	Brandon Hall	Medium	Excellent	High	3	1	30	0	Sales	3	College	Medical	Male	2	Healthcare Representative	3	1532.0	5	14	0	9	2	6	0	1
1430	Ralph Reynolds	Medium	Excellent	High	3	4	29	0	Research & Development	2	Bachelor	Life Sciences	Male	1	Sales Executive	1	2026.0	0	13	0	7	3	6	1	5
1442	Destiny Black	High	Outstanding	High	3	1	29	0	Research & Development	7	Below College	Life Sciences	Female	1	Research Scientist	3	1373.0	1	21	2	4	2	4	0	1
1447	Chris Neal	Medium	Outstanding	High	3	4	33	0	Sales	11	Master	Marketing	Male	1	Research Scientist	2	1771.0	5	21	2	8	2	5	0	4
1449	Stephen Kim	High	Excellent	Low	4	3	33	0	Sales	1	Bachelor	Life Sciences	Male	2	Manager	2	2065.0	7	11	2	13	2	9	1	7
1452	Jesus Gardner	High	Excellent	Very High	3	1	32	1	Sales	23	Below College	Life Sciences	Male	3	Healthcare Representative	1	1440.0	0	11	0	4	2	3	1	2
1463	Drew Collier	High	Excellent	Low	1	2	37	0	Sales	2	Bachelor	Bachelor	Marketing	1	Laboratory Technician	2	1798.0	6	11	0	17	2	1	0	0
1472	Tracy Ramirez	Medium	Outstanding	High	3	3	31	0	Research & Development	10	Below College	Life Sciences	Female	1	Research Scientist	3	1842.0	0	23	0	6	3	5	1	4
1477	Michael Clark	High	Outstanding		1	2	28	0	Research & Development	13	College	College	Medical	2	Sales Executive	3	1554.0	2	20	0	5	2	0	0	0
1484	Martin Ellis	Medium	Excellent	Low	4	2	47	0	Research & Development	1	Below College	Medical	Male	1	Research Scientist	3	2209.0	1	11	2	10	4	10	9	9
1499	William Nixon	Medium	Excellent	Very High	1	2	44	1	Research & Development	1	College	College	Medical	2	Research Scientist	2	1594.0	3	14	0	19	2	1	0	0
1501	Shawn Jensen	Medium	Excellent	Low	3	2	26	1	Research & Development	4	Bachelor	Medical	Male	3	Research Scientist	2	1725.0	2	11	0	5	5	3	0	2
1506	Walter Gutierrez	High	Excellent	Very High	3	4	26	0	Research & Development	8	Bachelor	Medical	Male	2	Manager	3	2229.0	1	12	2	8	5	8	7	4
1509	Eric Keller	Medium	Excellent	High	1	1	18	0	Research & Development	1	Master	Master	Life Sciences	1	Sales Executive	1	1409.0	1	14	0	0	3	0	0	0
1530	Betty Sosa	High	Excellent	High	4	3	52	0	Research & Development	7	Below College	Life Sciences	Female	2	Research Scientist	2	1978.0	2	18	1	11	2	8	7	7
1536	Christian Frazier	Medium	Excellent	Low	3	1	28	0	Research & Development	9	Master	Medical	Male	1	Sales Executive	2	1532.0	5	14	0	5	4	3	2	2
1540	Alicia Robinson	High	Excellent	Very High	1	3	39	0	Research & Development	1	Below College	Below College	Medical	1	Laboratory Technician	3	1678.0	4	17	1	12	0	1	0	0
1549	Kristie Hill	High	Excellent	Medium	3	2	29	0	Research & Development	29	Bachelor	Medical	Female	1	Research Scientist	3	1402.0	1	13	1	7	0	7	0	7
1570	Christy Hoffman	Medium	Excellent	Low	4	3	21	2	Research & Development	9	Bachelor	Medical	Female	4	Manufacturing Director	3	1583.0	1	12	0	3	5	3	1	2
1576	Ashley Miller	Low	Outstanding	Very High	1	1	33	1	Human Resources	33	College	College	Human Resources	5	Manager	2	1513.0	1	21	0	1	3	1	0	0
1579	Elizabeth Martin	Very High	Excellent	Low	4	1	41	0	Research & Development	16	Below College	Medical	Female	1	Research Scientist	2	1520.0	1	11	2	8	3	8	7	7
1581	April Johnson	Medium	Outstanding	High	4	1	40	0	Research & Development	8	Bachelor	Medical	Female	1	Healthcare Representative	3	2014.0	2	20	2	8	2	6	1	0
1583	David Camacho	High	Excellent	High	1	2	21	1	Human Resources	12	College	Human Resources	Male	1	Laboratory Technician	2	1483.0	1	12	1	1	2	1	0	0
1591	William Stephens	High	Outstanding	Low	3	2	34	0	Research & Development	7	Bachelor	Life Sciences	Male	1	Sales Representative	2	1958.0	8	25	0	9	3	5	0	4
1595	Michael Cook	High	Excellent	High	4	2	26	0	Sales	14	Bachelor	Life Sciences	Male	2	Manager	2	1832.0	0	18	0	7	3	6	0	4
1598	Donald Vasquez	Medium	Excellent	High	1	3	30	0	Sales	3	College	College	Marketing	3	Research Scientist	3	1128.0	9	19	1	3	2	1	0	0
1618	Tami Gilbert	High	Excellent	Low	1	2	25	0	Research & Development	5	College	Life Sciences	Female	3	Laboratory Technician	3	1485.0	5	13	0	6	3	2	0	2
1627	Donald Hunt	Medium	Excellent	Low	4	3	24	0	Research & Development	27	College	Medical	Male	1	Research Scientist	3	2156.0	1	17	2	6	0	5	1	4
1628	Jeffrey Curtis	High	Outstanding	Very High	1	1	34	1	Research & Development	5	Bachelor	Medical	Male	2	Research Scientist	3	1755.0	0	20	0	3	3	2	1	0
1634	James Levine	Medium	Excellent	High	1	3	29	1	Research & Development	19	Master	Life Sciences	Male	3	Research Scientist	2	1282.0	5	16	0	6	4	2	1	1
1635	Daniel Long	High	Excellent	Low	1	4	19	1	Research & Development	4	Bachelor	Bachelor	Medical	1	Sales Executive	2	1668.0	1	15	0	1	2	1	0	0
1648	Sarah Farmer	Medium	Outstanding	Medium	4	3	33	0	Research & Development	10	Bachelor	Life Sciences	Female	4	Research Director	2	2434.0	7	22	1	15	2	7	7	7
1649	Mark Shaw	High	Outstanding	Low	3	3	33	0	Sales	5	Master	Marketing	Male	2	Research Director	3	2175.0	7	25	2	8	5	4	1	3
1652	Julie Finley	Medium	Excellent	Low	1	1	31	1	Research & Development	26	College	College	Medical	2	Sales Executive	2	1534.0	3	15	0	12	2	1	0	0
1653	James English	Very High	Outstanding	Medium	4	2	34	1	Sales	17	Below College	Marketing	Male	1	Research Director	2	1331.0	9	22	0	11	5	3	0	2
1656	Margaret Johnson	High	Excellent	High	1	1	22	0	Research & Development	7	Bachelor	Medical	Female	2	Laboratory Technician	3	1747.0	5	13	0	4	2	2	1	2
1666	Jennifer Ruiz	High	Excellent	Medium	5	2	26	0	Research & Development	2	Below College	Life Sciences	Female	2	Laboratory Technician	3	2263.0	0	12	1	8	3	7	1	0
1670	Timothy Bush	Very High	Excellent	Medium	1	2	18	2	Research & Development	2	Bachelor	Bachelor	Technical Degree	1	Sales Executive	1	1673.0	1	18	0	0	4	0	0	0
1676	Mary Davies	Low	Outstanding	High	1	3	26	0	Sales	1	Bachelor	Bachelor	Marketing	2	Manufacturing Director	1	1430.0	1	22	0	1	3	1	0	0
1682	Ann Watson	Medium	Outstanding	Very High	4	3	32	0	Research & Development	7	College	Life Sciences	Female	2	Research Director	3	1634.0	8	22	2	6	4	4	1	2
1692	Daniel Vargas	High	Outstanding	Low	3	1	24	0	Research & Development	2	Bachelor	Medical	Male	2	Research Scientist	3	1779.0	1	21	0	6	3	6	1	2
1693	Darius Carey	High	Excellent	Medium	1	1	30	1	Research & Development	10	Bachelor	Bachelor	Other	2	Healthcare Representative	3	1720.0	1	14	0	1	2	1	0	0
1695	Chelsea Beck	Medium	Excellent	Medium	3	3	31	2	Research & Development	9	Below College	Medical	Female	1	Sales Representative	3	1701.0	2	12	0	9	2	3	1	2
1708	Anthony Reyes	High	Excellent	High	4	2	27	0	Sales	27	Bachelor	Life Sciences	Male	2	Research Scientist	2	1399.0	0	18	0	5	0	4	0	2
1717	Jerry Webb	High	Excellent	Low	1	4	45	2	Research & Development	22	Master	Master	Life Sciences	3	Research Director	1	1667.0	2	13	1	5	5	1	0	0
1726	Thomas Stewart	Medium	Excellent	Very High	1	2	20	2	Research & Development	1	Bachelor	Bachelor	Life Sciences	5	Sales Representative	3	1611.0	1	12	0	1	2	1	1	1
1727	Kimberly Mccoy	High	Excellent	Low	3	2	33	0	Research & Development	15	Master	Medical	Female	1	Laboratory Technician	3	1853.0	1	11	1	10	3	10	9	7
1738	Jane White	Low	Excellent	Low	1	4	24	1	Research & Development	17	College	Life Sciences	Female	1	Healthcare Representative	2	1448.0	9	12	0	4	3	2	2	0
1741	Alejandro Dyer	Medium	Excellent	Medium	4	4	50	0	Research & Development	4	College	Medical	Male	4	Sales Representative	3	1897.0	3	14	2	18	2	4	1	3
1753	Stephen Gutierrez	Medium	Excellent	Low	4	2	28	0	Sales	2	Master	Life Sciences	Male	3	Research Scientist	3	1348.0	7	18	2	10	0	7	3	7
1760	Monica Freeman	High	Outstanding	High	1	1	42	1	Research & Development	10	Below College	Life Sciences	Female	1	Sales Executive	3	1423.0	6	21	0	7	3	2	2	2
1775	Daniel Hill	High	Excellent	Very High	3	2	33	0	Research & Development	1	College	Medical	Male	3	Laboratory Technician	1	1995.0	1	17	2	10	2	10	7	8
1779	Keith Chavez	High	Excellent	Medium	4	2	47	0	Research & Development	4	Bachelor	Life Sciences	Male	1	Research Director	1	1511.0	4	13	2	8	2	5	1	3
1781	Michael Holloway	High	Excellent	Very High	4	2	55	0	Human Resources	7	Bachelor	Human Resources	Male	4	Laboratory Technician	3	1818.0	5	12	0	24	2	5	1	4
1786	Ronald Phillips	High	Excellent	Very High	4	2	26	0	Research & Development	15	College	Life Sciences	Male	2	Laboratory Technician	2	1474.0	6	19	0	6	2	4	1	2
1798	Mrs. Lori Norris	Medium	Excellent	High	1	1	23	2	Sales	2	Bachelor	Bachelor	Medical	4	Manufacturing Director	2	1735.0	1	18	0	1	2	0	0	0
1802	Sherry Wilcox	Very High	Excellent	Medium	1	4	29	2	Sales	2	Master	Master	Marketing	4	Research Scientist	2	1721.0	1	13	0	1	2	1	0	0
1804	Andrew Torres	Medium	Excellent	Low	3	1	33	1	Research & Development	23	Doctor	Life Sciences	Male	1	Human Resources	2	1411.0	5	16	0	6	3	3	0	2
1808	Michelle Brown	High	Excellent	Very High	5	2	58	0	Research & Development	24	Bachelor	Other	Female	2	Research Scientist	1	2657.0	7	17	2	40	2	31	13	8
1811	Alicia Grant	Medium	Excellent	High	1	2	28	0	Research & Development	19	Master	Medical	Female	2	Sales Executive	3	1612.0	6	16	0	5	4	2	2	1
1820	Carol Flynn	Very High	Excellent	High	5	4	49	0	Sales	7	College	Life Sciences	Female	2	Healthcare Representative	2	2075.0	1	14	2	9	2	9	7	7
1821	Jeffrey Clark	Very High	Excellent	High	3	2	55	0	Human Resources	16	Bachelor	Technical Degree	Male	4	Manufacturing Director	2	1872.0	4	11	1	12	3	9	7	3
1827	Ashley Lee	High	Outstanding	High	4	4	26	0	Research & Development	22	Master	Other	Female	1	Sales Executive	2	1336.0	1	23	1	8	2	8	1	7
1849	Jamie Gardner	Very High	Excellent	Very High	4	4	35	0	Sales	8	College	Marketing	Female	1	Laboratory Technician	3	2243.0	1	13	2	10	2	10	7	8
1858	Donald Ross	High	Excellent	Medium	3	1	29	0	Sales	3	Bachelor	Marketing	Male	3	Laboratory Technician	2	1571.0	6	12	0	5	2	3	0	2
1869	Leslie Thomas	Medium	Excellent	Low	1	1	32	0	Research & Development	10	Below College	Below College	Medical	1	Laboratory Technician	3	1504.0	1	15	0	1	5	1	0	1
1873	Theodore Green	High	Excellent	Very High	1	3	58	0	Sales	10	College	College	Technical Degree	1	Sales Executive	3	1367.0	9	11	0	3	3	1	0	0
1875	Nicholas Mcdonald	Low	Excellent	High	1	1	20	0	Research & Development	11	Bachelor	Medical	Male	2	Sales Executive	3	1550.0	1	12	0	2	6	2	0	2
1876	John Walker	High	Excellent	Very High	1	3	21	0	Research & Development	1	Bachelor	Bachelor	Medical	2	Sales Executive	3	1666.0	1	13	0	1	2	1	0	0
1879	Crystal Martinez	High	Excellent	Medium	3	1	22	1	Research & Development	15	Master	Life Sciences	Female	1	Laboratory Technician	2	1876.0	0	13	0	4	3	3	0	2
1880	Erica Wilkinson	Very High	Excellent	Medium	4	1	41	0	Research & Development	23	Bachelor	Life Sciences	Female	2	Sales Executive	2	1484.0	4	11	1	10	3	7	1	0
1882	Angela Oconnor	High	Excellent	Very High	1	1	39	2	Research & Development	10	Master	Life Sciences	Female	4	Human Resources	2	1699.0	7	11	0	8	3	2	2	2
1896	Joseph Allen	Medium	Excellent	High	1	2	25	0	Research & Development	1	College	College	Life Sciences	1	Sales Executive	2	1614.0	1	15	0	1	3	1	0	0
1901	Steven Johnson	High	Excellent	Very High	1	1	19	0	Research & Development	18	Bachelor	Life Sciences	Male	2	Research Scientist	1	1564.0	1	15	1	1	3	1	0	0
1902	Theresa Lowery	High	Excellent	Low	1	2	20	2	Research & Development	34	Bachelor	Bachelor	Life Sciences	3	Laboratory Technician	3	1496.0	1	11	0	1	2	1	0	0
1906	Steven Collins	High	Excellent	High	3	3	36	0	Research & Development	10	Bachelor	Medical	Male	3	Sales Executive	1	2130.0	1	12	2	16	2	16	3	7
1908	Connie Smith	Medium	Excellent	Low	3	4	37	0	Sales	10	Master	Marketing	Female	3	Human Resources	3	1439.0	5	14	2	17	3	14	11	7
1913	Pamela Henderson	Low	Excellent	Very High	1	3	58	2	Sales	10	College	College	Medical	4	Sales Executive	2	1578.0	4	14	0	7	2	1	0	0
1919	David White	High	Excellent	Medium	1	1	40	2	Research & Development	2	Master	Master	Life Sciences	1	Human Resources	3	1674.0	4	15	0	22	2	1	0	0
1922	Michael Parsons	High	Outstanding	High	4	3	31	1	Research & Development	28	Master	Medical	Male	2	Research Scientist	3	1469.0	0	21	0	4	2	3	1	2
1924	Stephen Baker	Medium	Excellent	Very High	1	2	29	1	Human Resources	3	Doctor	Doctor	Life Sciences	1	Sales Executive	1	1500.0	6	11	1	3	2	0	0	0
1933	John Barrett	Medium	Excellent	Low	4	1	30	0	Sales	2	Bachelor	Life Sciences	Male	2	Healthcare Representative	3	1798.0	4	12	0	7	5	5	0	1
1938	Bryan Mccormick	Medium	Excellent	High	3	3	35	0	Sales	24	Bachelor	Medical	Male	3	Healthcare Representative	3	1347.0	1	13	2	5	1	4	0	2
1944	Kayla Spence	High	Excellent	Very High	1	4	20	1	Research & Development	2	College	College	Life Sciences	2	Research Scientist	3	1650.0	1	17	0	1	3	1	0	0
1945	Mark Duran	High	Excellent	Medium	3	2	30	1	Research & Development	8	Master	Medical	Male	1	Sales Executive	3	1711.0	0	11	0	4	3	3	1	2
1957	Steven Strickland	Very High	Excellent	Low	1	4	37	2	Sales	18	Bachelor	Marketing	Male	2	Laboratory Technician	2	1720.0	5	11	0	15	2	1	0	0
1961	Tina Garcia	Medium	Excellent	Medium	1	1	26	1	Research & Development	21	Below College	Life Sciences	Female	1	Manufacturing Director	3	1680.0	8	17	0	7	4	2	2	2
1962	Barbara Newman	Very High	Excellent	Low	4	4	52	0	Research & Development	5	Master	Medical	Female	4	Human Resources	2	2207.0	1	13	2	33	2	32	6	9
1965	Kenneth Glover	High	Excellent	High	3	1	36	0	Sales	2	Master	Technical Degree	Male	4	Sales Executive	1	2536.0	1	18	2	18	3	17	15	14
1974	Rachel Smith	High	Excellent	Low	1	1	36	1	Research & Development	8	College	College	Life Sciences	1	Research Scientist	2	1529.0	7	12	0	9	3	1	0	0
1975	Jacob Medina	High	Excellent	Low	3	3	26	0	Sales	2	Bachelor	Life Sciences	Male	2	Research Scientist	2	1989.0	6	14	0	6	2	3	1	2
1989	Marcus Welch	Medium	Outstanding	Very High	1	2	20	0	Sales	8	Bachelor	Marketing	Male	3	Sales Executive	3	1673.0	1	20	0	2	3	2	0	2
1990	Scott Barron	High	Excellent	High	1	1	21	2	Research & Development	1	Master	Master	Life Sciences	1	Manager	3	1548.0	1	18	0	1	2	1	1	0
1992	Jessica Hernandez	High	Outstanding	Low	5	2	51	0	Sales	23	Bachelor	Medical	Female	2	Research Scientist	1	1839.0	9	20	2	18	2	10	2	7
1993	Mrs. Lisa Olson	Medium	Excellent	Medium	3	4	28	0	Research & Development	19	Master	Life Sciences	Female	4	Laboratory Technician	3	2087.0	1	17	2	10	4	10	1	9
2002	Beverly Williams	High	Excellent	Medium	3	1	44	0	Research & Development	18	Master	Life Sciences	Female	2	Sales Executive	2	2090.0	9	15	2	24	3	20	3	6
2004	Dr. Richard Bowen Jr.	Medium	Outstanding	Very High	3	4	35	0	Sales	7	Master	Life Sciences	Male	3	Sales Representative	2	2292.0	0	21	1	9	3	8	4	7
2005	Lisa Randall	High	Excellent	Low	5	3	33	0	Research & Development	1	College	Life Sciences	Female	1	Sales Executive	2	2106.0	1	19	1	14	3	13	3	8
2009	Lori Gilmore	Medium	Excellent	Very High	4	4	25	0	Human Resources	25	Master	Human Resources	Female	2	Research Scientist	3	1956.0	1	12	2	7	3	7	5	6
2010	Robert Scott	Very High	Excellent	Low	1	1	26	0	Sales	9	College	College	Marketing	2	Sales Executive	3	1735.0	1	15	0	1	3	1	0	0
2011	John Smith	High	Excellent	Low	1	1	33	0	Research & Development	8	College	Life Sciences	Male	4	Manufacturing Director	3	1542.0	4	13	0	5	2	2	2	2
2013	Robert Knight	High	Excellent	Low	1	3	28	1	Research & Development	8	Bachelor	Bachelor	Life Sciences	2	Manager	3	1559.0	1	14	0	1	3	1	0	0
2014	James Hart	High	Excellent	Very High	1	4	50	2	Research & Development	1	Master	Master	Medical	2	Research Scientist	2	1570.0	3	14	1	5	3	0	0	0
2026	Benjamin Thomas	High	Excellent	Low	3	4	39	0	Sales	1	Bachelor	Marketing	Male	2	Healthcare Representative	1	2221.0	7	14	2	21	2	18	11	5
