id_employee	name	involvement	performance	environment	satisfaction	life_balance	age	travel	department	distance_home	education	education_field	gender	job_level	role	marital_status	income	previous_companies	salary_hike	stock_option	total_working_years	training_ly	years_company	last_promotion	years_curr_manager
971	Aaron Perry	Low	Excellent	High	6	1	41	0	Sales	2	College	Medical	Male	2	Research Scientist	3	2076	6	14	2	10	5	3	1	2
972	Andrew Snyder	High	Excellent	Medium	7	2	40	2	Research & Development	22	College	Technical Degree	Male	1	Healthcare Representative	2	1894	2	16	1	18	2	1	0	0
973	Jodi Garcia	Medium	Excellent	Medium	5	1	24	0	Research & Development	3	Bachelor	Life Sciences	Female	1	Research Scientist	1	2784	1	15	1	6	3	6	1	2
974	Rodney Wright	Medium	Excellent	High	5	1	46	0	Research & Development	6	Bachelor	Medical	Male	4	Sales Executive	2	1773	6	12	0	19	3	10	0	9
975	Matthew Hill	High	Outstanding	Very High	7	1	35	0	Sales	8	Master	Life Sciences	Male	1	Laboratory Technician	3	2506	2	20	1	17	4	7	0	7
976	Patrick Gordon	High	Excellent	Medium	7	1	30	0	Sales	9	Master	Marketing	Male	1	Laboratory Technician	2	2883	1	17	1	10	3	10	0	8
977	Whitney Fisher	High	Excellent	High	4	2	47	0	Research & Development	3	College	Life Sciences	Female	2	Sales Executive	3	2054	7	12	1	4	5	1	0	0
978	Emily Edwards	High	Outstanding	High	5	1	46	0	Research & Development	1	Master	Technical Degree	Female	3	Sales Executive	2	2202	4	20	0	13	1	10	0	3
981	Travis Pace	High	Excellent	High	8	3	23	0	Sales	6	Master	Life Sciences	Male	3	Manufacturing Director	3	2129	1	14	2	3	2	3	1	2
982	James Ellis	High	Excellent	Very High	6	3	31	0	Sales	3	Bachelor	Marketing	Male	2	Sales Executive	2	2386	2	18	1	9	3	5	1	4
983	Karen Moore	Medium	Excellent	Very High	4	1	39	0	Research & Development	3	Bachelor	Life Sciences	Female	2	Manufacturing Director	2	1939	1	11	0	9	3	9	5	8
984	Phillip Thomas	Medium	Excellent	Very High	6	3	32	0	Research & Development	6	Bachelor	Technical Degree	Male	1	Research Scientist	2	1533	3	11	2	10	0	4	0	2
985	Todd Kim	Medium	Excellent	Medium	9	1	40	0	Sales	6	Bachelor	Life Sciences	Male	3	Manufacturing Director	2	1319	1	11	1	21	6	21	12	8
986	Joshua Cardenas	High	Excellent	High	5	4	45	0	Research & Development	19	Master	Medical	Male	1	Sales Representative	1	1444	4	15	0	9	2	5	0	3
987	Calvin Gutierrez	High	Excellent	Very High	7	1	30	0	Sales	9	Bachelor	Life Sciences	Male	1	Research Director	2	1338	0	12	1	10	2	9	0	7
988	Nicholas Brown	High	Excellent	Low	7	3	24	0	Sales	3	Master	Marketing	Male	1	Sales Executive	1	2165	0	11	1	3	5	2	2	1
990	Christian Cantu	Very High	Excellent	Low	7	4	31	0	Research & Development	3	College	Life Sciences	Male	3	Laboratory Technician	2	930	1	15	2	6	3	5	0	2
991	Leslie Collier	Medium	Excellent	High	6	1	27	0	Sales	3	Bachelor	Life Sciences	Male	1	Manager	2	2192	1	13	1	6	2	6	1	4
993	Christine Moore	High	Outstanding	Very High	7	3	29	0	Research & Development	8	Master	Life Sciences	Female	1	Sales Executive	2	2412	8	21	1	10	2	3	0	2
994	Robert Garcia	High	Excellent	High	6	1	30	0	Sales	7	Bachelor	Life Sciences	Male	3	Sales Executive	2	2268	2	11	0	12	5	7	1	7
995	Rachel Ramirez	Medium	Excellent	Very High	8	1	34	0	Research & Development	1	College	Medical	Female	2	Healthcare Representative	2	2106	0	11	0	6	5	5	1	2
996	Christopher Russo	High	Excellent	Very High	8	1	33	0	Research & Development	2	Master	Medical	Male	1	Sales Representative	3	3139	8	14	1	13	4	11	1	7
997	Troy Stewart	High	Excellent	Very High	5	1	49	0	Sales	3	Master	Marketing	Male	1	Sales Executive	3	1439	3	11	1	8	4	5	0	4
999	William Smith	High	Excellent	High	6	1	38	0	Research & Development	28	Bachelor	Medical	Male	1	Healthcare Representative	2	1407	4	12	1	9	3	6	0	5
1001	Jenny Cooper	High	Excellent	Very High	8	3	29	2	Research & Development	3	Master	Other	Female	2	Sales Representative	1	3034	1	13	1	1	3	1	0	0
1002	Ethan Conway	High	Excellent	High	9	1	30	0	Research & Development	2	Below College	Medical	Male	1	Sales Representative	2	2243	3	18	1	10	3	7	1	7
1003	Yvonne Guerra	High	Excellent	Medium	5	1	32	0	Research & Development	10	Master	Life Sciences	Female	1	Laboratory Technician	2	2504	2	11	1	12	2	7	0	7
1004	Alice Bowen	Medium	Excellent	Medium	5	3	38	1	Research & Development	8	College	Technical Degree	Female	1	Manufacturing Director	1	2664	3	11	0	15	2	1	1	0
1006	Carol Green	High	Excellent	Medium	5	1	42	0	Human Resources	1	Bachelor	Other	Female	1	Healthcare Representative	1	1941	8	13	1	7	3	5	0	4
1007	Beth Keith	High	Outstanding	High	6	2	55	0	Research & Development	3	College	Life Sciences	Female	1	Sales Executive	3	2411	8	20	1	34	3	1	0	0
1008	Dustin Hale	High	Excellent	Very High	5	1	33	0	Research & Development	14	Bachelor	Other	Male	1	Research Scientist	2	2083	5	12	0	11	2	9	1	7
1009	John Kerr	High	Excellent	High	8	2	41	0	Research & Development	5	Bachelor	Medical	Male	1	Sales Representative	3	2755	1	19	0	5	2	5	0	4
1010	Holly Phelps	Medium	Outstanding	Very High	6	1	34	0	Research & Development	7	Master	Medical	Female	1	Research Scientist	3	3617	1	21	0	15	5	15	0	7
1011	Robert Brown	Very High	Excellent	Low	7	3	53	0	Research & Development	10	Master	Medical	Male	2	Healthcare Representative	3	2490	4	13	2	27	2	3	0	2
1012	Andrea Gay	High	Excellent	Medium	6	1	43	0	Sales	16	College	Marketing	Female	1	Laboratory Technician	2	1573	0	16	1	10	2	9	1	8
1013	Lauren Johnson	High	Excellent	Very High	7	2	34	0	Sales	10	College	Life Sciences	Female	5	Sales Executive	1	2660	5	12	1	6	2	2	2	2
1015	Erica Adams	Medium	Excellent	Very High	5	1	38	0	Research & Development	8	College	Life Sciences	Female	2	Sales Executive	3	1894	1	11	1	5	3	5	0	4
1017	John Hayes	Medium	Excellent	Low	7	1	31	0	Research & Development	8	Doctor	Life Sciences	Male	5	Sales Executive	2	2797	1	12	2	13	6	12	5	7
1018	Emily Hall	High	Excellent	Low	8	4	51	1	Research & Development	1	Master	Life Sciences	Female	1	Manager	1	1645	2	14	0	15	2	2	2	2
1019	Malik Evans	Medium	Excellent	Medium	8	3	37	0	Research & Development	24	Below College	Life Sciences	Male	2	Sales Executive	1	2624	1	16	3	5	2	5	0	3
1020	Alyssa Martin	Very High	Excellent	High	7	2	46	0	Sales	3	Master	Marketing	Female	1	Sales Representative	3	1911	7	13	0	24	3	2	2	2
1021	Shannon Gonzalez	Medium	Excellent	Very High	9	1	36	0	Research & Development	27	Bachelor	Technical Degree	Female	4	Research Scientist	3	2605	7	12	0	15	2	12	5	7
1023	John Perez	High	Excellent	High	4	1	37	0	Research & Development	19	College	Technical Degree	Male	2	Sales Executive	3	2667	2	14	0	19	2	10	4	7
1025	Victor Spencer	High	Excellent	Very High	6	1	33	0	Research & Development	8	Doctor	Medical	Male	2	Laboratory Technician	3	1840	6	19	0	14	3	10	7	6
1026	Tammy Pena	High	Excellent	High	5	1	28	0	Sales	9	Bachelor	Medical	Female	2	Sales Executive	3	2259	1	12	0	5	3	5	0	3
1027	Taylor Reid	Medium	Excellent	High	5	3	39	0	Sales	3	Master	Marketing	Female	2	Laboratory Technician	1	1302	7	12	0	9	2	4	2	2
1028	Eric Holt	High	Excellent	Medium	5	4	46	0	Research & Development	9	College	Life Sciences	Male	2	Manufacturing Director	3	1609	8	17	0	6	2	2	2	2
1029	Tyler Hanson	High	Excellent	High	6	4	40	0	Research & Development	2	College	Medical	Male	1	Research Director	3	2612	4	12	1	7	3	4	0	2
1030	Mary Banks	High	Excellent	Medium	5	2	42	2	Research & Development	7	Master	Other	Female	2	Laboratory Technician	3	1797	5	11	0	10	2	0	0	0
1031	Amanda Thompson	High	Excellent	Medium	9	1	35	0	Sales	10	Below College	Life Sciences	Female	2	Research Director	2	2438	2	18	3	15	3	7	1	7
1032	Adam Reed	High	Excellent	Low	6	1	38	0	Sales	6	Master	Marketing	Male	3	Sales Executive	3	1891	5	11	0	13	3	11	3	8
1035	Michael Bridges	Medium	Excellent	High	8	1	39	0	Research & Development	2	Below College	Medical	Male	2	Healthcare Representative	2	2200	2	18	1	7	3	2	2	2
1036	Brandy Shaw	High	Excellent	Low	8	1	43	0	Human Resources	8	Doctor	Medical	Female	3	Sales Executive	2	2245	4	18	0	7	2	3	1	2
1037	Charles Wilson	Low	Excellent	Medium	8	4	41	0	Research & Development	3	Bachelor	Life Sciences	Male	3	Research Scientist	1	2140	3	13	1	11	2	3	1	2
1038	Shane French	Medium	Excellent	High	8	1	41	0	Research & Development	1	Below College	Technical Degree	Male	3	Laboratory Technician	3	1643	0	18	0	23	2	22	13	5
1039	Sonia Franco	High	Excellent	Low	7	1	30	0	Sales	26	Bachelor	Marketing	Female	2	Manager	3	1979	9	11	0	9	3	7	0	2
1042	Tracey Thomas	High	Excellent	High	8	4	40	0	Sales	27	College	Medical	Female	3	Sales Executive	3	2252	4	18	0	12	3	5	0	3
1043	Daniel Walsh	Medium	Excellent	Medium	7	1	34	0	Research & Development	2	Bachelor	Life Sciences	Male	2	Laboratory Technician	2	1635	1	14	0	10	5	10	4	8
1044	Mr. Robert Tucker	High	Excellent	Medium	8	1	58	0	Research & Development	2	Master	Medical	Male	1	Laboratory Technician	1	2351	4	12	1	37	3	16	14	14
1045	Mary Sellers	Medium	Excellent	Medium	7	4	35	0	Research & Development	8	Below College	Technical Degree	Female	3	Manufacturing Director	3	2975	0	14	0	6	3	5	0	3
1046	Melissa Humphrey	High	Excellent	High	8	1	47	0	Research & Development	19	Doctor	Medical	Female	2	Research Scientist	3	2782	8	14	1	28	3	22	14	10
1047	Rodney Finley	High	Excellent	Medium	5	1	40	0	Research & Development	1	Master	Life Sciences	Male	2	Manager	2	2230	2	13	1	15	3	7	7	7
1048	Jared Howard	Medium	Excellent	Very High	8	1	54	0	Sales	27	Master	Medical	Male	1	Research Scientist	1	2366	4	14	0	14	3	7	1	7
1049	Barbara Martin	High	Excellent	Low	8	3	31	0	Sales	8	Master	Other	Female	3	Manufacturing Director	2	1810	2	18	0	9	2	3	2	2
1050	Michael Walker	High	Excellent	High	7	4	28	0	Sales	1	College	Life Sciences	Male	3	Manager	3	2642	1	15	0	3	6	3	1	2
1051	Jasmine Stewart	Low	Excellent	Medium	7	3	38	0	Research & Development	19	Bachelor	Medical	Female	2	Manufacturing Director	1	2557	2	13	2	20	3	4	0	3
1052	Jennifer Eaton	Medium	Excellent	High	8	4	26	0	Sales	8	Bachelor	Marketing	Female	1	Healthcare Representative	1	2573	1	12	0	5	2	5	1	2
1053	Patricia Freeman	High	Excellent	Low	7	1	58	1	Research & Development	10	Master	Technical Degree	Female	1	Sales Representative	3	1895	2	13	1	23	3	2	2	2
1054	Edward Williams	High	Outstanding	Medium	3	2	18	0	Research & Development	2	Bachelor	Life Sciences	Male	3	Sales Representative	3	2017	1	24	2	0	4	0	0	0
1057	Luis Mccarthy	Medium	Excellent	High	8	1	45	0	Sales	1	Master	Technical Degree	Male	1	Research Scientist	1	2152	4	15	0	10	3	8	5	7
1058	Elizabeth Bryant	High	Excellent	Very High	8	3	36	1	Sales	2	Bachelor	Technical Degree	Female	5	Laboratory Technician	3	2210	4	11	0	15	5	1	0	0
1059	Stephen Gibson	High	Outstanding	Low	8	1	43	0	Sales	8	Bachelor	Medical	Male	1	Research Director	1	1134	1	23	0	7	2	7	7	7
1060	Edward Williamson	High	Excellent	Very High	5	4	27	0	Sales	8	Master	Life Sciences	Male	5	Research Scientist	2	1240	0	13	0	6	2	5	0	2
1061	Kevin Mccoy	High	Excellent	Very High	6	1	29	0	Research & Development	6	College	Medical	Male	1	Human Resources	3	2305	1	11	0	11	1	11	3	10
1062	Dennis Vasquez	High	Excellent	Very High	6	1	32	0	Sales	9	Master	Life Sciences	Male	4	Sales Executive	2	2109	8	13	0	4	4	0	0	0
1063	Alfred Evans	High	Excellent	High	7	1	42	0	Research & Development	11	Bachelor	Medical	Male	1	Manager	1	2550	3	18	0	10	2	6	3	3
1064	Sharon Morrison	Medium	Excellent	Medium	7	1	47	1	Sales	2	College	Life Sciences	Female	5	Manager	3	1129	4	14	1	7	3	2	2	0
1065	Marissa Francis	High	Outstanding	Very High	8	1	46	0	Human Resources	1	Bachelor	Life Sciences	Female	1	Laboratory Technician	2	2039	3	21	0	12	2	9	4	7
1066	Jason Herrera	Medium	Excellent	High	5	3	28	0	Research & Development	7	Bachelor	Life Sciences	Male	1	Sales Executive	3	1370	1	16	1	3	3	3	2	2
1067	Michelle Cruz MD	High	Excellent	Very High	5	1	29	0	Research & Development	16	Bachelor	Medical	Female	1	Manufacturing Director	2	2330	8	11	1	11	4	7	1	6
1068	Sarah Diaz	High	Excellent	Very High	8	2	42	0	Sales	2	Master	Medical	Female	2	Research Director	3	949	4	17	1	8	5	0	0	0
1070	Tyrone Woodard	High	Excellent	Low	8	1	46	0	Research & Development	23	Below College	Life Sciences	Male	2	Laboratory Technician	3	3496	2	14	0	25	0	19	2	8
1071	Anna Rivera	Very High	Excellent	Medium	4	1	27	0	Sales	2	Bachelor	Life Sciences	Female	5	Research Scientist	2	1934	1	14	2	9	4	9	5	8
1072	Eric Caldwell	High	Outstanding	Very High	8	1	29	0	Research & Development	1	College	Medical	Male	3	Sales Executive	1	1605	1	25	1	1	3	1	0	0
1073	Jacob Rivera	Medium	Excellent	Low	6	1	43	0	Research & Development	1	Bachelor	Life Sciences	Male	1	Manufacturing Director	3	3405	7	13	2	21	3	16	6	14
1074	Pamela Burnett	Medium	Excellent	Very High	5	1	48	0	Research & Development	2	Bachelor	Life Sciences	Female	2	Manager	2	4312	4	14	0	29	3	22	12	9
1077	Jared Wade	High	Outstanding	Very High	6	1	27	0	Research & Development	16	Master	Medical	Male	3	Healthcare Representative	2	2742	0	20	2	8	3	7	7	3
1078	Benjamin Moody	High	Excellent		7	4	39	0	Research & Development	2	Bachelor	Technical Degree	Male	3	Healthcare Representative	1	2085	8	13	1	7	3	2	2	2
1079	Renee Anderson	High	Excellent	Medium	5	3	55	0	Research & Development	2	Bachelor	Life Sciences	Female	1	Human Resources	2	1446	8	13	1	19	2	5	0	4
1080	Kevin Huffman III	Very High	Excellent	Medium	4	4	28	2	Research & Development	29	College	Life Sciences	Male	2	Laboratory Technician	1	2202	1	18	1	1	2	1	0	0
1083	Eric Wallace	Medium	Excellent	Medium	5	1	36	0	Research & Development	11	Bachelor	Life Sciences	Male	1	Sales Executive	3	2335	1	14	1	10	2	10	1	7
1084	Kimberly Houston	High	Excellent	Medium	7	1	31	0	Research & Development	2	Master	Life Sciences	Female	5	Manager	1	3043	1	14	0	10	2	10	0	2
1085	Emily Lowe	High	Excellent	High	6	1	34	0	Sales	14	College	Technical Degree	Female	1	Sales Executive	2	2568	2	14	1	9	2	5	1	0
1086	Taylor Cole	Medium	Excellent	Very High	8	3	29	0	Research & Development	5	Doctor	Life Sciences	Female	1	Sales Executive	2	2284	3	12	0	11	4	3	1	2
1087	Riley Prince	Very High	Excellent	Very High	7	4	37	0	Research & Development	7	College	Medical	Male	1	Manufacturing Director	2	1800	5	13	0	16	4	5	0	4
1088	Matthew Lee	Medium	Outstanding	Very High	7	2	35	0	Sales	2	Below College	Technical Degree	Male	2	Laboratory Technician	1	2529	0	25	1	4	2	3	0	2
1089	Brooke Craig	Medium	Excellent	Medium	7	1	45	0	Research & Development	3	Bachelor	Medical	Female	2	Sales Executive	2	1776	0	14	1	10	2	9	3	8
1090	Angela Jackson	Low	Excellent	Medium	5	1	36	0	Research & Development	5	Bachelor	Medical	Female	4	Manufacturing Director	3	2992	1	17	1	10	5	10	0	8
1091	Miguel Jennings	High	Excellent	Low	6	1	40	0	Research & Development	3	Bachelor	Other	Male	1	Sales Executive	3	4332	2	13	0	22	3	19	11	16
1092	Daniel Powers	Medium	Excellent	Medium	8	1	26	0	Research & Development	26	College	Life Sciences	Male	2	Human Resources	2	2683	1	13	0	1	2	1	1	0
1093	Richard Young	Medium	Outstanding	Low	5	1	27	0	Research & Development	4	Bachelor	Technical Degree	Male	2	Manufacturing Director	2	1531	0	20	1	9	1	8	0	7
1094	Justin Crawford	Very High	Excellent	Very High	8	1	48	0	Research & Development	2	Bachelor	Life Sciences	Male	2	Research Director	2	4455	3	14	0	24	2	22	4	7
1095	Anthony Herman	High	Excellent	Medium	7	3	44	1	Sales	1	College	Medical	Male	4	Manager	1	1498	2	12	1	10	0	2	2	2
1098	Deborah Harrison	High	Excellent	High	7	1	36	0	Research & Development	13	Bachelor	Technical Degree	Female	3	Healthcare Representative	1	2741	2	14	0	12	3	4	1	3
1099	Jodi Murphy	High	Excellent	High	5	4	41	0	Research & Development	5	Bachelor	Life Sciences	Female	1	Sales Executive	1	2076	5	18	0	14	3	5	1	4
1100	Tara Price	High	Excellent	High	6	1	42	0	Research & Development	7	Bachelor	Technical Degree	Female	2	Sales Executive	3	4205	9	12	1	18	4	13	5	7
1101	Michele Stephens	Medium	Outstanding	High	7	1	31	0	Sales	9	Master	Life Sciences	Female	1	Sales Executive	3	2438	2	23	1	8	2	5	1	4
1102	Erica Hensley	High	Excellent	Very High	6	1	34	0	Research & Development	8	Below College	Life Sciences	Female	3	Laboratory Technician	1	1952	3	12	0	9	5	4	0	1
1103	Meredith Watson	Very High	Outstanding	Low	7	4	31	0	Sales	25	College	Life Sciences	Female	3	Manufacturing Director	1	2406	8	21	2	4	3	2	2	2
1104	Jason Garrison	Very High	Excellent	High	8	1	26	0	Sales	16	College	Life Sciences	Male	2	Healthcare Representative	2	1916	0	14	0	8	3	7	7	7
1105	Michelle Lynn	High	Excellent	Medium	5	2	45	0	Research & Development	8	Master	Life Sciences	Female	2	Manager	1	2180	4	18	1	12	2	4	0	3
1106	Teresa Tran	High	Excellent	Medium	6	1	33	0	Sales	1	Bachelor	Life Sciences	Female	5	Sales Executive	1	1855	1	13	1	10	3	10	0	9
1107	Andrew Anderson	High	Excellent	High	5	1	28	0	Sales	8	Bachelor	Life Sciences	Male	4	Research Scientist	3	2566	1	11	0	7	3	7	0	7
1109	Barbara Good	High	Excellent	Low	8	1	39	0	Research & Development	8	Doctor	Medical	Female	2	Sales Representative	2	932	6	19	1	10	4	3	1	2
1110	Andres Peterson	High	Excellent	Medium	7	4	27	0	Sales	3	College	Technical Degree	Male	2	Healthcare Representative	3	2262	1	12	1	6	2	5	1	2
1111	Katelyn Haas	High	Excellent	High	4	1	34	0	Research & Development	9	Master	Life Sciences	Female	2	Manufacturing Director	1	2212	1	12	3	16	4	15	6	11
1113	Lee Garcia	High	Excellent	High	8	1	47	0	Research & Development	1	Master	Medical	Male	1	Research Scientist	2	2202	8	11	0	16	3	8	1	7
1114	Stefanie Flores	High	Excellent	Very High	6	3	56	0	Research & Development	4	Bachelor	Technical Degree	Female	2	Sales Executive	1	2376	4	14	0	6	6	0	0	0
1115	Jennifer Johnson	High	Excellent	Low	5	1	39	0	Research & Development	1	Bachelor	Other	Female	1	Laboratory Technician	3	1954	1	12	1	10	2	10	7	9
1116	Stephanie Gonzales	High	Excellent	Very High	4	1	38	0	Research & Development	4	College	Medical	Female	1	Manager	1	3010	1	13	0	20	2	20	0	7
1117	Michael Meyer	High	Outstanding	Very High	5	3	58	1	Sales	5	Bachelor	Marketing	Male	5	Sales Representative	1	1907	4	21	1	29	3	1	0	0
1119	Dawn Cooper	High	Outstanding	Medium	8	2	38	0	Research & Development	3	Master	Life Sciences	Female	1	Sales Representative	1	2351	2	21	1	10	1	5	0	3
1120	Michael Everett	Medium	Excellent	Medium	5	2	49	0	Sales	11	Master	Life Sciences	Male	2	Research Scientist	2	1829	3	11	1	28	4	5	4	3
1121	Anna Cooper	High	Excellent	Medium	7	3	42	2	Sales	1	Bachelor	Life Sciences	Female	1	Sales Executive	2	2983	3	12	1	14	3	0	0	0
1123	Tyler Stephens	High	Excellent	Medium	8	3	35	0	Research & Development	25	Below College	Medical	Male	1	Sales Executive	3	2289	0	18	0	6	4	5	0	4
1124	Charles Vaughn	High	Excellent	High	5	4	28	0	Research & Development	21	Below College	Medical	Male	3	Research Scientist	2	1586	1	16	2	5	2	5	1	4
1125	Matthew Gilbert Jr.	Very High	Excellent	High	6	3	31	0	Sales	23	Below College	Medical	Male	1	Sales Executive	3	2653	1	11	1	4	4	4	2	3
1126	Mark Gibbs	Low	Excellent	Low	6	1	36	0	Research & Development	1	Bachelor	Life Sciences	Male	2	Research Scientist	1	2376	1	19	2	5	5	5	0	2
1127	Lance Woods	High	Excellent	Low	5	1	34	0	Sales	2	Bachelor	Marketing	Male	4	Healthcare Representative	3	3336	1	16	1	14	2	14	2	1
1128	Chelsea Bautista	Medium	Excellent	Very High	4	1	34	0	Research & Development	19	Bachelor	Technical Degree	Female	1	Research Director	2	2576	1	16	0	9	2	8	1	1
1129	Daniel Brooks	Very High	Excellent	High	6	1	26	0	Research & Development	2	College	Life Sciences	Male	2	Research Scientist	3	2157	0	13	0	8	6	7	7	6
1130	Justin House	Very High	Outstanding	Low	8	4	29	0	Research & Development	2	Master	Other	Male	2	Laboratory Technician	2	2387	0	22	0	6	2	5	0	2
1131	Jesus Cox	Very High	Excellent	High	5	4	32	0	Research & Development	3	Below College	Life Sciences	Male	3	Manager	2	2177	5	17	1	9	5	5	1	2
1132	Debra Simon	High	Excellent	Very High	9	1	31	0	Research & Development	25	Doctor	Technical Degree	Female	2	Human Resources	2	2521	1	14	1	10	2	10	8	7
1134	Aaron Miller	Medium	Excellent	Low	6	3	38	0	Research & Development	9	College	Technical Degree	Male	3	Sales Representative	3	1761	4	12	0	20	3	1	0	0
1135	Jack Jones	Low	Excellent	High	4	1	35	0	Research & Development	5	Bachelor	Life Sciences	Male	2	Sales Representative	3	2701	1	18	1	10	1	10	0	9
1136	Jody Simmons	High	Excellent	Very High	4	1	27	0	Sales	2	Bachelor	Life Sciences	Female	1	Manager	2	1903	1	15	0	7	2	7	0	7
1137	Robin Navarro	Medium	Excellent	Very High	6	3	32	0	Research & Development	8	Below College	Medical	Female	2	Research Scientist	3	2341	8	17	1	8	2	1	0	0
1140	Jared Sawyer	High	Excellent	Low	5	2	54	0	Research & Development	14	Bachelor	Other	Male	3	Research Scientist	2	1825	3	17	1	9	2	4	2	3
1141	Jennifer Houston	High	Excellent	Very High	9	1	33	0	Research & Development	2	Master	Medical	Female	4	Sales Executive	2	2000	1	14	3	9	2	9	2	8
1142	Andrew Pierce	High	Excellent	Low	5	1	43	0	Research & Development	3	Bachelor	Medical	Male	1	Research Scientist	1	2823	1	12	1	10	0	10	0	9
1143	Debbie Houston	Medium	Excellent	Very High	7	1	38	0	Research & Development	2	Doctor	Medical	Female	4	Sales Executive	1	2703	0	14	0	7	3	6	1	2
1144	Robert Henson	Medium	Excellent	High	4	1	55	0	Sales	9	Bachelor	Marketing	Male	2	Laboratory Technician	1	2639	4	15	1	35	3	10	1	4
1145	Justin Sherman	High	Excellent	Very High	6	1	31	0	Sales	6	Bachelor	Other	Male	1	Manufacturing Director	3	2545	1	13	0	1	2	1	0	0
1146	Micheal Martin	Medium	Excellent	Medium	8	1	39	0	Research & Development	4	Bachelor	Life Sciences	Male	2	Sales Executive	3	1461	0	12	1	21	5	20	11	10
1147	Jessica Dalton	High	Excellent	Very High	8	1	42	0	Research & Development	10	Master	Life Sciences	Female	2	Research Scientist	2	3562	1	13	1	20	3	20	3	7
1148	Joshua Brown	High	Excellent	High	8	1	31	0	Research & Development	14	College	Life Sciences	Male	2	Healthcare Representative	2	1901	4	14	0	13	3	11	4	8
1149	Deborah Fuller	Very High	Excellent	High	5	3	54	0	Research & Development	1	Bachelor	Medical	Female	2	Human Resources	1	1913	6	13	1	9	2	5	1	4
1150	Justin Todd	Low	Excellent	Medium	8	3	24	0	Research & Development	5	Master	Other	Male	1	Manufacturing Director	2	1826	1	11	2	4	5	4	1	2
1151	Michael Turner	High	Excellent	Very High	5	3	23	0	Research & Development	7	Bachelor	Life Sciences	Male	2	Research Scientist	3	2216	1	11	1	5	2	5	1	4
1152	Dr. Hannah Banks	Medium	Outstanding	Very High	4	1	40	0	Research & Development	21	Bachelor	Medical	Female	3	Research Scientist	2	2339	1	21	0	10	1	10	9	4
1153	Kimberly Stephens	Medium	Excellent	Medium	4	1	40	0	Research & Development	8	Below College	Medical	Female	5	Research Scientist	3	2034	3	18	3	15	3	11	5	10
1154	Renee Allen	High	Excellent	High	5	3	25	1	Sales	20	Doctor	Medical	Female	2	Laboratory Technician	3	1549	4	12	0	6	2	2	1	2
1155	Daniel Wilson	Medium	Excellent	Very High	4	1	30	0	Human Resources	20	Master	Life Sciences	Male	2	Research Scientist	3	2474	1	11	0	12	3	12	1	7
1156	Matthew Moore	High	Excellent	Very High	6	1	25	2	Research & Development	7	College	Medical	Male	5	Sales Executive	2	1442	6	15	1	7	2	2	0	2
1157	Anthony Ramos	Medium	Excellent	Low	8	1	47	0	Research & Development	1	Master	Life Sciences	Male	2	Sales Executive	3	4443	2	13	1	25	2	17	12	11
1158	Kenneth Hill	High	Excellent	Medium	6	2	33	1	Research & Development	1	Bachelor	Life Sciences	Male	2	Research Scientist	2	1981	1	12	0	1	4	1	0	0
1159	Lisa Peterson	High	Excellent	Very High	7	1	38	0	Research & Development	19	Bachelor	Life Sciences	Female	2	Sales Executive	2	3117	0	17	0	16	3	15	5	8
1160	Katherine Cochran	High	Excellent	Low	7	3	31	2	Research & Development	10	Master	Medical	Female	3	Sales Executive	1	2209	0	13	1	3	3	2	1	2
1161	Gary West	High	Excellent	Low	9	1	38	0	Research & Development	1	Master	Other	Male	2	Research Scientist	2	2264	2	19	0	10	2	8	7	7
1162	James Pacheco	Low	Excellent	Very High	7	3	42	0	Research & Development	6	Bachelor	Medical	Male	2	Laboratory Technician	2	1698	6	19	1	9	3	4	1	2
1163	Edward Carroll	Low	Excellent	Very High	7	3	41	0	Sales	2	College	Medical	Male	1	Healthcare Representative	2	2847	3	17	1	12	1	5	1	0
1164	James Ellis	Medium	Excellent	High	6	1	47	0	Research & Development	21	College	Medical	Male	1	Sales Executive	3	4674	0	11	1	14	2	13	5	12
1165	Mr. Timothy Andrews	Medium	Excellent	Very High	7	1	35	0	Research & Development	4	Bachelor	Life Sciences	Male	2	Healthcare Representative	1	2695	7	15	0	5	2	2	2	2
1166	John Villanueva	High	Excellent	Very High	5	4	22	0	Human Resources	12	Below College	Human Resources	Male	2	Sales Executive	1	1701	0	11	0	4	1	3	1	2
1167	Amanda Martinez	High	Outstanding	Medium	7	1	35	0	Research & Development	9	Bachelor	Medical	Female	2	Sales Executive	2	1755	1	25	2	10	4	10	0	8
1168	Jason Daniel Jr.	Medium	Excellent	Medium	5	1	33	0	Sales	3	Master	Medical	Male	3	Healthcare Representative	2	2966	0	14	0	10	2	9	8	1
1169	John Cruz	High	Excellent	High	6	1	32	0	Research & Development	3	College	Technical Degree	Male	3	Manufacturing Director	2	1815	1	13	0	6	4	6	4	1
1170	Dennis Thomas	Medium	Excellent	Low	3	2	40	2	Research & Development	1	Master	Medical	Male	2	Research Director	2	2078	8	17	1	8	3	1	0	0
1171	David Hawkins	High	Excellent	Medium	8	3	32	0	Research & Development	1	College	Medical	Male	3	Sales Executive	3	2123	0	13	0	3	3	2	2	2
1172	Robert Faulkner	High	Excellent	Low	6	1	39	0	Research & Development	4	Master	Life Sciences	Male	1	Sales Executive	2	1707	7	14	1	18	1	7	1	7
1173	Tiffany Jenkins	Medium	Excellent	Medium	7	1	38	0	Sales	20	Master	Medical	Female	2	Research Director	3	2679	3	11	1	20	3	18	1	11
